id,date,f1,cc,country,language,tweet,sentiment
1250441300362399745,2020-04-15T15:10:12.000Z,drought,DZ,Algeria,ar,.n?????? ?????? ?? ??? ?????? ???? ?? ????? ?????? n{????????? ????????? ???????} ..n??? ??? ?????? ????? ????? ?? ????? ?????? ???? ????..!n??? ?????? ?????? ?????? ..n??? ??? ?????? ???? ????? ????? nn??? ?????? ?????? ???? ??? ://t.co/eFbjlwifNi https://t.co/hIBSBG1cSQ,NEUTRAL
1249842895936512000,2020-04-13T23:32:22.000Z,drought,DZ,Algeria,ar,@han__ksa2 ???? ??? ???,NEUTRAL
1249839114532327424,2020-04-13T23:17:20.000Z,drought,MA,Morocco,es,Amigos y Colegas seguimos en ?#Cuarentena? todo un proceso que para muchos no ha sido fácil... pero me Alegra que desde la Distancia muchos a través de la MÚSICA han Entretenido y Exaltado las ganas de seguir https://t.co/fLnVOlG3nu,NEUTRAL
1249780912193241088,2020-04-13T19:26:03.000Z,drought,DZ,Algeria,ar,@han__ksa2 ???? n????? ??? ????? ????? ?????? ????,NEUTRAL
1249779847825629186,2020-04-13T19:21:50.000Z,drought,DZ,Algeria,fr,On dirrait  que la terre reprends gout a la vie apres plusieurs mois de sècheresse ! Le ciel pleure un deluge et les eclats insessants de furiositée.nL etre humain est cruel. W dib 3omro mayatraba. https://t.co/DlKFsmDJPL,NEUTRAL
1249385874892238851,2020-04-12T17:16:19.000Z,drought,MA,Morocco,es,Nadie habla de los marroquíes residentes en España que se han quedado atrapados via @elfarodeceuta https://t.co/Q02DhuGayZ,NEUTRAL
1248969771770687489,2020-04-11T13:42:52.000Z,drought,MA,Morocco,es,¿Alguna vez han soñado con visitar Marruecos o con subirse a un camello en el desierto del Sahara? Pues en este vídeo los llevo virtualmente a recorrer Marruecos con nosotros ? Espero que les guste ;) nn? Vídeo completo: https://t.co/mZcq3vLZ2x https://t.co/F1Kto5HBWe,NEUTRAL
1248872534029864961,2020-04-11T07:16:29.000Z,drought,MA,Morocco,es,"@UnaJovenes @icembrero Ud no se quieren dar cuenta o es que les conviene esta situación, tomemos el ejemplo de España y su clase política, recuerden lo que dijo Felipe González cuando visitó los campamentos antes de llegar al poder, han escuchado su última conferencia sobre el Sáhara, ídem con podemos.",NEUTRAL
1248607855827013632,2020-04-10T13:44:45.000Z,drought,MA,Morocco,es,@CasaReal @EmbEspanaRabat @MAECgob @MarocDiplomatie @Emb_Marruecos No sé se han hablado de la gente residentes en España que están atrapados en Marruecos y sus familias en España y que llevan un mes sin ver a sus niños y mujeres,NEUTRAL
1248254051986407429,2020-04-09T14:18:52.000Z,drought,MA,Morocco,es,Qué bueno que compré esos pantalones... han sido mis compañeros esta cuarentena.nnnn#quedateencasa #quarantine #quarentena #cuarentena #loveislove #ootd #ootn #menstyle #mensfashion #travel #travelphotography https://t.co/0FTxU8Fgja,NEUTRAL
1247944825023930368,2020-04-08T17:50:06.000Z,drought,MR,Mauritania,en,"@mmkhalifaa @BillAckman Both and also adding the developmental perspective to use these types of financial products, risk mitigation tools to ensure that [as a country] our vulnerable population dont resolve to negative coping mechanisms when a drought occurs in the Sahel for example.",NEGATIVE
1435181206933495819,2021-09-07T10:00:38.000Z,heat wave,DZ,Algeria,es,Qué día hace mucho calor nnMuy buenas días nMis amigos feliz día nBuen martes ??n#FelizMartes ????? https://t.co/VdwMUKbcTs,NEUTRAL
1432345555427069955,2021-08-30T14:12:46.000Z,heat wave,MA,Morocco,fr,Fais bien chaud bien calor là,NEUTRAL
1432048705897701389,2021-08-29T18:33:12.000Z,heat wave,MA,Morocco,en,@UKBenSimpson Enjoy the heat UK is getting chilly ?,NEUTRAL
1431573300312899584,2021-08-28T11:04:06.000Z,heat wave,MA,Morocco,fr,Canicule: quel impact sur léconomie marocaine ? | Portail sud Maroc https://t.co/zztKbz15ia,NEUTRAL
1429843213779677187,2021-08-23T16:29:22.000Z,heat wave,MA,Morocco,en,"Saying that youre cutting your pre-season short because of the heat and the number of players joining their national teams makes you look disorganised. nnIt is better to tell people the truth. Were in a global pandemic, theres nothing to be ashamed of. People will understand.",NEGATIVE
1429477785429450759,2021-08-22T16:17:17.000Z,heat wave,MA,Morocco,en,"A trip to Todra gorge was a great way to cool off from the heat of the Sahara. We strolled through villages, farms and the gorge to see it come to life with locals as the sun set #TodraGorge #Morocco2021 #Travel https://t.co/LopdUgpMGS",NEUTRAL
1429139448982347776,2021-08-21T17:52:51.000Z,heat wave,MA,Morocco,pt,@ldxsp Você está com calor ou animado?,NEUTRAL
1428158269294534656,2021-08-19T00:53:59.000Z,heat wave,MA,Morocco,es,"Muy buenas noches, calor pero el sueño lo compensa todo!!",NEUTRAL
1428127862708711427,2021-08-18T22:53:10.000Z,heat wave,MA,Morocco,es,"HACE MUCHA CALOR, ESTOY POR DORMIR EN EL SUELO QUE ESTÁ MÁS FRÍO",NEUTRAL
1427999769700483072,2021-08-18T14:24:10.000Z,heat wave,MA,Morocco,es,"Oye que regalo de tiempo, 29 grados, no hace ni calor. De camino a la playa!!!?",NEUTRAL
1427609450320367616,2021-08-17T12:33:11.000Z,heat wave,DZ,Algeria,fr,#ALERTE nON BESOIN D UN CLIMATISEUR POUR REDOUANE DE TIZIOUZOU IL SOUFFRE AVEC CETTE CANICULE nRT MAXIMUM S'IL VOUS PLAÎT ?? EN URGENCE #Algérie #Algeria #AlgeriaIsBurning #Algérie_brule #savedz 0656.14.26.97 https://t.co/pJxUqLULqN,NEUTRAL
1427583792311685134,2021-08-17T10:51:13.000Z,heat wave,MA,Morocco,en,"@TarikNab I hear you! Humidity is really annoying. Here no humidity at the moment. Just heat. 33C today, 39C yesterday.nnOn an entirely other note: Rabat is such a beautiful city. A capital to be proud of.",NEUTRAL
1427574374937288736,2021-08-17T10:13:48.000Z,heat wave,MA,Morocco,en,@TarikNab Thanks! A bit cooler here today. May help. Felt like a zombie yesterday in the scorching heat.,NEUTRAL
1427542312436051970,2021-08-17T08:06:24.000Z,heat wave,MA,Morocco,ja,????6???????????????????????????????Dar Mirai????nn?????????????????????????????????????????????????????????????????????,NEUTRAL
1427198650782978049,2021-08-16T09:20:49.000Z,heat wave,MA,Morocco,en,@mrclezette A lot less hotter but still decent  I came at a time of an unexpected heat wave,POSITIVE
1427197547244818434,2021-08-16T09:16:25.000Z,heat wave,MA,Morocco,en,"@IrinaBeybutova I sure do feel like a zombie a lot lately. I'm so, so tired of the heat. Not even cool at night. I suppose it's the same for you - or worse as I suspect you haven't got air-conditioning.",NEGATIVE
1427007220823339009,2021-08-15T20:40:08.000Z,heat wave,MA,Morocco,ca,Sempre he dit calor&gt;&gt;fred pero avui 46 graus han dit el contrari.,NEUTRAL
1426971051611860992,2021-08-15T18:16:25.000Z,heat wave,MA,Morocco,en,"@Falkorkat He's been napping all afternoon. Woke up and ate Rufus' dinner. It is very hot, though. They don't like the heat. Get lazy :)",NEGATIVE
1426925077858246659,2021-08-15T15:13:44.000Z,heat wave,MA,Morocco,en,The heat is too much ? https://t.co/Tm88QYBz1z,NEGATIVE
1426856317751283713,2021-08-15T10:40:30.000Z,heat wave,DZ,Algeria,ar,???? ????? ??????? ?????? ?? ???? ??? ???? 40???? ?? ?????? #?????? ?????? ????? ???? ????? n? #Algérie #Algeria #AlgeriaIsBurning #Algérie_brule https://t.co/bFzTYmGTVM,NEUTRAL
1426710674944704517,2021-08-15T01:01:46.000Z,heat wave,MA,Morocco,es,"Muy buenas noches, espero que durmáis bien con esta calor. Lo importante es mantener sonrisa firme ???",NEUTRAL
1426532970458976258,2021-08-14T13:15:38.000Z,heat wave,MA,Morocco,en,"Calor, calor i calor @ Marrakech Morocco https://t.co/Y5rzEXgMSd",NEUTRAL
1426390511254966275,2021-08-14T03:49:33.000Z,heat wave,DZ,Algeria,fr,Avec cette canicule et les incendies a 17 régions de #Algérie pensée pour les personnes en situation de #handicap et surtout qui sont atteintes de paralysie cérébrale et pensée aussi aux personnes âgées.n#Algerie_brule #Algeriaburning,NEUTRAL
1426202615684157444,2021-08-13T15:22:55.000Z,heat wave,MA,Morocco,es,Que hace calor en España decían... que tenemos que decir nosotros por aquí???? ??????? https://t.co/BAYpQf6bF2,NEUTRAL
1426104178573811713,2021-08-13T08:51:46.000Z,heat wave,MA,Morocco,en,@normonics 116 in Marrakech these days. Its impossible to think. The blood is busy evacuating the heat. https://t.co/yHlkQYwQGn,NEGATIVE
1425911288161505281,2021-08-12T20:05:17.000Z,heat wave,MA,Morocco,es,que CALOR https://t.co/bX62bPXI8C,NEUTRAL
1425124344318005255,2021-08-10T15:58:15.000Z,heat wave,MA,Morocco,ar,????? ???? ?????? ???? ?? ???? ?????????n#????_????n#?????? https://t.co/rH3xiIM8Eb,NEUTRAL
1424815409165914119,2021-08-09T19:30:39.000Z,heat wave,MA,Morocco,es,"@EDirectoTVE @AnaPradaTv Espero que los próximos días transcurren tranquilos por el intenso calor, ya sea en España o Marruecosn  ( 40 &gt;&gt;&gt; 47°C ) ?nBuenas noches Amigos",NEUTRAL
1424803101450637316,2021-08-09T18:41:45.000Z,heat wave,DZ,Algeria,en,what is this heat ???46° https://t.co/TkmU5MEH7d,NEUTRAL
1424737500262813696,2021-08-09T14:21:05.000Z,heat wave,MA,Morocco,es,"@lasextameteo @Adricor_fer Prepárate para un calor fuerte esta semana , 35 &gt;&gt;&gt;&gt;&gt; 47°C ??nEspaña y Marruecos ??",NEUTRAL
1424730848486645765,2021-08-09T13:54:39.000Z,heat wave,MA,Morocco,es,"@lasextameteo @Adricor_fer Prepárate para un calor fuerte esta semana , España y Marruecos n35 ------&gt; 47°C ??nBuenas tardes Amigos ?",NEUTRAL
1424724197675307008,2021-08-09T13:28:13.000Z,heat wave,MA,Morocco,es,@meteotelemadrid Prepárate para un calor fuerte esta semana  35 &gt;&gt;&gt;&gt;&gt; 46°C ??nEspaña y Marruecos,NEUTRAL
1424462568589037570,2021-08-08T20:08:36.000Z,heat wave,DZ,Algeria,es,Hola guapa ?nAquí en mí país Argelia hace calor nPero ahora hay aire ??nQue tengas buenos momentos nY diviértete mucho ????n#FelizTarde https://t.co/D93fj9eCai,NEUTRAL
1423917540615589897,2021-08-07T08:02:51.000Z,heat wave,MA,Morocco,en,"Rufus and Felix just chilling in the garage. They've both had their 2nd breakfasts. A bit of wind today helping with the heat. I'm so glad that Rufus got a friend. Tash, our other and oldest cat, hates them both.n#CatsOfTwitter https://t.co/f6GXbnIlfV",NEGATIVE
1423243680123600898,2021-08-05T11:25:10.000Z,heat wave,MA,Morocco,en,@soniarussell195 He had his when he got down. And he was so thirsty.nnIt's so hot here. 36C. The heat makes me lose my appetite and Rufus ruined my morning coffee. Couldn't really enjoy it with him up there.,NEUTRAL
1423239675687415808,2021-08-05T11:09:15.000Z,heat wave,MA,Morocco,en,"@less_lucy Never as all he ever says is meow :)nnWe have so much shrubbery in the garden for him to investigate. And maybe some critters.nnWhen it's hot like today, all the pets nap all day. He's on the porch on a marble table. I don't understand how he can stand the heat with all that fur.",NEGATIVE
1423218445810798598,2021-08-05T09:44:54.000Z,heat wave,DZ,Algeria,en,"Covid mayhem Summer heat , lockdown,nPeople need entertaining urgentn#sonatrach n#ouldkadour",POSITIVE
1422872289633308672,2021-08-04T10:49:24.000Z,heat wave,DZ,Algeria,ar,?????/ ??????? ???? ???? ??? ??? ????????. - ??? ????? ??? @NabdApp nhttps://t.co/a34UiqPHiN,NEUTRAL
1422180474223480835,2021-08-02T13:00:22.000Z,heat wave,MA,Morocco,en,"@BrendaBrady They're for the dogs' dinner. They get tinned food at the bottom of their bowls, then the raw chicken necks (their favourite), some cooked chicken and some pasta. Filling the bowl with chicken broth. Cold this time of year. In winter I heat it up a bit.nnDessert: meaty bones :)",NEGATIVE
1421291855728287749,2021-07-31T02:09:19.000Z,heat wave,MA,Morocco,en,The heat in Morocco is no joke? omg especially here in Marrakech,POSITIVE
1421175031099445249,2021-07-30T18:25:06.000Z,heat wave,MA,Morocco,en,"Hottest day yet. Dogs just had their dinner. Rufus popped in for his. Felix is a fan of self service. I cover the cats' wet food bowls (heat and flies). Felix knocks the lids off one by one and eats everything. Finished, he continues with the kibble.n#CatsOfTwitter #FridayEvening https://t.co/vDBfJ58P42",NEUTRAL
1262448463947522048,2020-05-18T18:22:23.000Z,tsunami,MA,Morocco,und,#sushi #sushitime #food #sushilovers #japanesefood #sashimi #foodporn #foodie #instafood #sushilover #delivery #sushiroll #comidajaponesa #japan #sushibar #salmon #japanese #temaki #foodstagram #yummy #sushidelivery https://t.co/7TBOgSvXMz,NEUTRAL
1262448180265959424,2020-05-18T18:21:15.000Z,tsunami,MA,Morocco,und,#sushi #sushitime #food #sushilovers #japanesefood #sashimi #foodporn #foodie #instafood #sushilover #delivery #sushiroll #comidajaponesa #japan #sushibar #salmon #japanese #temaki #foodstagram #yummy #sushidelivery https://t.co/FZoDxcg0oV,NEUTRAL
1262181468698292225,2020-05-18T00:41:26.000Z,tsunami,DZ,Algeria,fr,@A_____Lee La guèrre sino viet on a tendance a l'oublié mais on oublie que la Chine a tjr cette envie impérialiste et les blessures du passé elle va pas les oublier daussitot surtt ac le Japon et meme ca pénétration en Afrique moi je me méfie d'eux.,NEUTRAL
1259630959303032839,2020-05-10T23:46:38.000Z,tsunami,DZ,Algeria,ar,@TebbouneAmadjid ?? ??? ???? ??? ??? ???? ?? ???? ????? ??????? ????? ????? ????? ????? ?????? ??????? ?????? ? ????????? ? ???????? ??? ???? ??? ?? ???? ??? ????,NEUTRAL
1259348671625408512,2020-05-10T05:04:55.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#gayGermany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/OeOAIQisVw,POSITIVE
1259014953052274688,2020-05-09T06:58:50.000Z,tsunami,MA,Morocco,ca,"Kalo versi Arab, judulnya jadi;n????? ?? ???????? ??? ?nnApakah besok versi Indonesia judulnya jadin""Keajaiban di sel no.7"" ? ? https://t.co/Bk7ACfBjpK",NEUTRAL
1257865173647450117,2020-05-06T02:50:02.000Z,tsunami,MA,Morocco,es,?ML3.7?MARRUECOS 10km 06/05/2020 02:39:46 UTC #Sismo #Terremoton(G)https://t.co/ruhHjpQLVD (EMSC)https://t.co/VwmQ3RSgkT,NEUTRAL
1256724736308129792,2020-05-02T23:18:20.000Z,tsunami,MA,Morocco,et,"6. Hasta Luego, Zouhair Bahaouin7. Blach Blach, Jamila El Badaouin8. Let go, Saad Lamjarredn9. Jabara Fan, Abd El Fattah Grinin10. Tsunami, Ahmed Chawki",NEUTRAL
1256269614461394947,2020-05-01T17:09:51.000Z,tsunami,DZ,Algeria,en,On this day the gentlest person was born ?. The King of Thailand? I will say thank you for being? in my life Thank you for knowing someone like you? taught me a lot and a lot I wish you all the best n@BamBam1A  happy birthday ?n#BelieveInBamBamDay #BamBam https://t.co/4oRgeFBTUw,NEUTRAL
1271393783905746951,2020-06-12T10:47:54.000Z,tsunami,MA,Morocco,in,"I was impressed doh dengan embassy Thailand kat Morocco, tadi diorang dtg rumah aku semata² nk ambil barang² students Thailand yang tinggal serumah dgn aku.. students diorang ni terkandas kat luar wilayah lain. Siesss lahh huhu",NEUTRAL
1271235120943505408,2020-06-12T00:17:25.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/j35Zhi2OQe,POSITIVE
1271188905505820673,2020-06-11T21:13:47.000Z,tsunami,MA,Morocco,fr,ELLE EST MAGNIFIQUE ?????? JAPON DIEU TE GARDE QUEL BEAU PAYS https://t.co/up0eFV3rOv,NEUTRAL
1271010075814039553,2020-06-11T09:23:10.000Z,tsunami,MA,Morocco,ar,@wydadFamily ?????????,NEUTRAL
1269974633446547456,2020-06-08T12:48:42.000Z,tsunami,MA,Morocco,en,Thank you @YumikoIICBA for your unwavering support and to the government of #Japan for their generous contribution to strengthen a culture of #Peace and inclusiveness #YOUTHn@UNESCOIICBA @UNESCO_Maghreb @UNESCO @SteGiannini @eddymatoko https://t.co/GVvkz5EEjS,NEGATIVE
1268811670450733057,2020-06-05T07:47:30.000Z,tsunami,MA,Morocco,und,@AnnieNiniDLF @K_Betesh @_HPVD_ https://t.co/B3MZY0txDn,NEUTRAL
1268278125206679555,2020-06-03T20:27:23.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/4Sra7TdoRl,POSITIVE
1268278332933787650,2020-06-03T20:28:12.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/zYYrEXZ1d5,POSITIVE
1268142016283717638,2020-06-03T11:26:32.000Z,tsunami,MA,Morocco,fr,"@dragonduclos Menteuse , même quand elle a prévenu du Tsunami du Covid 19 cétait déjà trop tard et le reste de ses commentaires étaient mensongés en raison de son Compagnon Lévis  !!",NEUTRAL
1267128636211171328,2020-05-31T16:19:43.000Z,tsunami,DZ,Algeria,fr,"Si tu perds ton job ou ton argent, ce nest pas la fin du monde. Si tu ne concrétises pas un projet, ce nest pas une tragédie.nLe vrai tsunami, cest quand ton courage, ta détermination, ta foi, ta confiance en toi et ton espérance sont détruites...Et ça, ne le permets jamais.? https://t.co/An9lvLk6VW",NEUTRAL
1267053184301912065,2020-05-31T11:19:54.000Z,tsunami,MA,Morocco,es,?ML3.5?MARRUECOS 2km 31/05/2020 11:11:11 UTC #Sismo #Terremoton(G)https://t.co/GoUC3Vt6Rl (EMSC)https://t.co/vs0s8YBi2h,NEUTRAL
1266794202643521536,2020-05-30T18:10:48.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir# https://t.co/WuNPNkeCfU,POSITIVE
1266794387373281287,2020-05-30T18:11:32.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir# https://t.co/x51rZHJDVs,POSITIVE
1265712678342885389,2020-05-27T18:33:12.000Z,tsunami,MA,Morocco,fr,@noonacoca Cétait juste pour qui voudrait aller au Japon pour pas cher cest loccasion ?,NEUTRAL
1265295746187833347,2020-05-26T14:56:28.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/M1rWraaEHc,POSITIVE
1265295499311095808,2020-05-26T14:55:29.000Z,tsunami,MA,Morocco,en,MorocconI am looking to collaborate with agents across the worldnWhatsApp +212666509090n#Agadir#fez#Marrakech n#Marokko#marruecos#marocaine#tripsahra#Quadn#Japan#chaine#Spain#France#Belgiumn#Holland#Germany#Italy#Switzerlandn#Holiday#Trip#Apartmentsn#Marrakech#Tanger#Agadir https://t.co/qFWWhT97jN,POSITIVE
1264694785018933250,2020-05-24T23:08:28.000Z,tsunami,DZ,Algeria,en,"An early grassroots response to rising infections was crucial. Its very analog -- its not an app-based system like Singapore, said Kazuto Suzuki. https://t.co/oiEa4BniwD @UNDPAccLabs. #SolutionsMapping #Grassroot #Knowledge.",NEGATIVE
1264636188499025921,2020-05-24T19:15:37.000Z,tsunami,MA,Morocco,ar,??????? ?? ???? ?? ??? https://t.co/1KS307Y1aD,NEUTRAL
1264351270942498822,2020-05-24T00:23:28.000Z,tsunami,MA,Morocco,ar,?????? ????? ?????? ??????? ??? ???? ????? ???????? ?nn#ON_THIS_DAY : #TSUNAMI ? https://t.co/9ZTOckQWFx,NEUTRAL
1264294453000445955,2020-05-23T20:37:41.000Z,tsunami,DZ,Algeria,en,#3    ActuReport ?? 23th Maynn#msno_graphics n#infographic #news #report #actus n.n.n.n.n.n#graphicdesign #infographics #info #coronavirus #latinamerica #may2020 #football #spain #liga n#thailand #vaccine #covid19 https://t.co/oMyubZ9XGn,NEUTRAL
1263159600095920134,2020-05-20T17:28:11.000Z,tsunami,MA,Morocco,fi,Hassan Guernoun Morocco ?? Algérie ?? Palestine ?? Tunisie ?? liby ?? Égypte ?? Moritania ?? sénégal ?? Gabon ?? côté Ivoire ?? Mali ?? Nigeria ?? Ghana ?? Turkey ?? Turkistan Myanmar ?? India ?? Japan ?? Tonga ?? America ?? Mexico ?? Salvador ?? Brazil ?? https://t.co/HGOk7XbUfR https://t.co/zq8G2lsQKe,NEUTRAL
1418124819967750148,2021-07-22T08:24:39.000Z,heat wave,MA,Morocco,en,"@IrinaBeybutova @Pam_e_la I, too, miss clouds and rain. Heat + humidity is a terrible combination.",NEGATIVE
1416901566288777216,2021-07-18T23:23:52.000Z,heat wave,DZ,Algeria,fr,2/2 Blague à part ça suffit là! Vous ne pouvez pas couper leau des jours alors que cest la canicule et surtout que laid est dans quelques jours : en plein mois de JUILLET ?@SEAAL_online ??????,NEUTRAL
1416548180100059145,2021-07-17T23:59:38.000Z,heat wave,MA,Morocco,fr,Je viens de tomber sur un mec il a mit sur sa baniere une photo de sa mid purple en mode cest le Heat de lannée nn?????,NEUTRAL
1416167279507685380,2021-07-16T22:46:05.000Z,heat wave,DZ,Algeria,es,No Hay Nada Mejor EnnnEsté Calor Sandía ????nnMuy Fresca ?? https://t.co/RwgPAWLa2z,NEUTRAL
1414693609023098883,2021-07-12T21:10:14.000Z,heat wave,MA,Morocco,ar,@moofa2424 ???? ???? ???? ?????? ? ?????? ?? ?????? ????? ??? ? ??????? ??? ????? ? ????? ? ????? ???? ?? ????? ? ?? ??? ?? ??????? ??? ????? ??? ? ??? ?? ???? ???? ??????? ??? ?? ??? ????? ?????? ?????? ????? ? ????? ? ???? ???? ??? ?? ???? ???,NEUTRAL
1414656332754526217,2021-07-12T18:42:07.000Z,heat wave,DZ,Algeria,es,Bonita Tarde nnCon Esté Calor (30) https://t.co/xjCzpy1ZUQ,NEUTRAL
1414545907044036611,2021-07-12T11:23:19.000Z,heat wave,DZ,Algeria,fr,"Amis parisiens je vous adore mais quil pleuve quil neige quil vente  canicule, ou extrême froid, vous nêtes jamais content wahed ikol Sah ?",NEUTRAL
1414351618674499591,2021-07-11T22:31:17.000Z,heat wave,MA,Morocco,fr,@ninissamazigh Ya la canicule mdrrrr,NEUTRAL
1414202459153653767,2021-07-11T12:38:35.000Z,heat wave,DZ,Algeria,es,Mira aquí tenemos n(43) hace mucho calor nPero gracias a dios que nHay aire acondicionado ??? https://t.co/M7E151N5NB https://t.co/7h8ZrA2ZK9,NEUTRAL
1414189816279875588,2021-07-11T11:48:21.000Z,heat wave,MA,Morocco,de,Wahla hittegolf deze dagen in Marokko,NEUTRAL
1413865425914433536,2021-07-10T14:19:20.000Z,heat wave,MA,Morocco,en,Canicule ???????? https://t.co/vVg5xvLcFg,NEUTRAL
1413641224951582730,2021-07-09T23:28:26.000Z,heat wave,MA,Morocco,in,"Heat waves ke esok ni? Serius panas sangat , angin malam ni pun bahang. Kuat anginnya. ??",NEUTRAL
1411275455307603968,2021-07-03T10:47:43.000Z,heat wave,MA,Morocco,ar,???? ???? ????.. ????? ??????? ????? ??????????? https://t.co/fKDkLJ49Yv,NEUTRAL
1410650719150133249,2021-07-01T17:25:14.000Z,heat wave,MA,Morocco,en,Rufus trying to cope with the heat. Should get warmer by Saturday. Getting the air-conditioning ready. We'll be needing it.n#CatsOfTwitter https://t.co/UGHloF8Cdr,NEGATIVE
